Progress,Duration (in seconds),Finished,S1_4,S1_5,S1_6,S2_4,S2_5,S2_6,S3_4,S3_5,S3_6,S4_4,S4_5,S4_6,S5_4,S5_5,S5_6,S6_4,S6_5,S6_6,S7_4,S7_5,S7_6,S8_4,S8_5,S8_6,S9_4,S9_5,S9_6,S10_4,S10_5,S10_6,S11_4,S11_5,S11_6,S12_4,S12_5,S12_6,S13_4,S13_5,S13_6,S14_4,S14_5,S14_6,S15_4,S15_5,S15_6,S16_4,S16_5,S16_6,S17_4,S17_5,S17_6,S18_4,S18_5,S18_6,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A,S5-FR_5 - Parent Topics,S5-FR_5 - Sentiment Polarity,S5-FR_5 - Sentiment Score,S5-FR_5 - Sentiment,S5-FR_5 - Topic Sentiment Label,S5-FR_5 - Topic Sentiment Score,S5-FR_5 - Topics,FL_11_DO_FL_248,FL_11_DO_FL_265,FL_11_DO_FL_264,FL_11_DO_FL_263,FL_11_DO_FL_262,FL_11_DO_FL_261,FL_11_DO_FL_260,FL_11_DO_FL_259,FL_11_DO_FL_258,FL_11_DO_FL_257,FL_11_DO_FL_256,FL_11_DO_FL_255,FL_11_DO_FL_254,FL_11_DO_FL_253,FL_11_DO_FL_252,FL_11_DO_FL_251,FL_11_DO_FL_250,FL_11_DO_FL_249,FL_186_DO_FL_25,FL_186_DO_FL_27,FL_186_DO_FL_29,FL_186_DO_FL_31,FL_186_DO_FL_33,FL_186_DO_FL_35,FL_189_DO_FL_37,FL_189_DO_FL_39,FL_189_DO_FL_41,FL_189_DO_FL_44,FL_189_DO_FL_49,FL_189_DO_FL_51,FL_196_DO_FL_54,FL_196_DO_FL_56,FL_196_DO_FL_58,FL_196_DO_FL_60,FL_196_DO_FL_62,FL_196_DO_FL_64,FL_197_DO_FL_66,FL_197_DO_FL_68,FL_197_DO_FL_70,FL_197_DO_FL_72,FL_197_DO_FL_74,FL_197_DO_FL_76,FL_198_DO_FL_78,FL_198_DO_FL_80,FL_198_DO_FL_82,FL_198_DO_FL_84,FL_198_DO_FL_86,FL_198_DO_FL_88,FL_199_DO_FL_90,FL_199_DO_FL_92,FL_199_DO_FL_94,FL_199_DO_FL_96,FL_199_DO_FL_98,FL_199_DO_FL_100,FL_200_DO_FL_108,FL_200_DO_FL_110,FL_200_DO_FL_112,FL_200_DO_FL_114,FL_200_DO_FL_116,FL_200_DO_FL_118,FL_201_DO_FL_120,FL_201_DO_FL_123,FL_201_DO_FL_125,FL_201_DO_FL_127,FL_201_DO_FL_129,FL_201_DO_FL_131,FL_202_DO_FL_133,FL_202_DO_FL_137,FL_202_DO_FL_135,FL_202_DO_FL_139,FL_202_DO_FL_141,FL_202_DO_FL_143,FL_203_DO_FL_145,FL_203_DO_FL_147,FL_203_DO_FL_149,FL_203_DO_FL_151,FL_203_DO_FL_153,FL_203_DO_FL_155,FL_204_DO_FL_157,FL_204_DO_FL_161,FL_204_DO_FL_163,FL_204_DO_FL_165,FL_204_DO_FL_167,FL_204_DO_FL_169,FL_205_DO_FL_159,FL_205_DO_FL_171,FL_205_DO_FL_173,FL_205_DO_FL_175,FL_205_DO_FL_177,FL_205_DO_FL_179,FL_206_DO_FL_207,FL_206_DO_FL_208,FL_206_DO_FL_209,FL_206_DO_FL_210,FL_206_DO_FL_211,FL_206_DO_FL_212,FL_213_DO_FL_214,FL_213_DO_FL_215,FL_213_DO_FL_216,FL_213_DO_FL_217,FL_213_DO_FL_218,FL_213_DO_FL_219,FL_220_DO_FL_221,FL_220_DO_FL_222,FL_220_DO_FL_223,FL_220_DO_FL_224,FL_220_DO_FL_225,FL_220_DO_FL_226,FL_227_DO_FL_228,FL_227_DO_FL_229,FL_227_DO_FL_230,FL_227_DO_FL_231,FL_227_DO_FL_232,FL_227_DO_FL_233,FL_234_DO_FL_235,FL_234_DO_FL_236,FL_234_DO_FL_237,FL_234_DO_FL_238,FL_234_DO_FL_239,FL_234_DO_FL_240,FL_241_DO_FL_242,FL_241_DO_FL_243,FL_241_DO_FL_244,FL_241_DO_FL_245,FL_241_DO_FL_246,FL_241_DO_FL_247
100,305,TRUE,,,,,,,,,,,,,,,,,,,34,96,50,100,100,100,,,,,,,,,,,,,1,1,1,80,100,79,50,98,44,5,30,15,,,,,,,,31,Male,White / Caucasian,,College Graduate (4 year),Rung 5,,,,,,,giving her ticket to Ted,keeping an eye on him,,,,,stealing someone else’s ring,moving into his father’s apartment,organizing a fishing crew,sawing Todd’s arm off,,,,,,,,,,,,,,,,2,6,,,,,1,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,
100,311,TRUE,,,,,,,,,,,,,,,,70,100,80,75,95,90,,,,,,,,,,95,100,96,,,,45,80,35,55,100,80,96,100,99,,,,,,,,,,,49,Male,White / Caucasian,,High School or equivalent,Rung 5,,,,,,huddling to conserve energy,trying to buy a ticket off another person,,,,calling emergency services,,borrowing their mom’s wedding ring,getting another job,requesting supplies to be airdropped,,,,,,,,,,,,,,,,4,2,,,,3,,1,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
100,261,TRUE,,,,,,,,,,,,,2,3,3,0,0,0,72,92,94,,,,,,,24,15,28,,,,,,,,,,,,,0,0,0,67,87,94,,,,,,,,48,Female,White / Caucasian,,College Graduate (4 year),Rung 5,,,,,bringing in the assignment the next day,throwing away all of the food,going without Ted,,,refusing to drive her,,,,,serving engine fuel to the passengers,leaving Todd to save herself,,,,,,,,,,,,,,5,4,1,,,2,,,,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,
100,292,TRUE,25,100,60,2,0,0,,,,,,,20,10,40,,,,50,90,85,100,100,100,,,,,,,85,100,80,,,,,,,,,,,,,,,,,,,,,,,37,Female,White / Caucasian,,Some College,Rung 7,going on strike for better wages,stealing a passing driver's car,,,lying that her house burnt down,,going without Ted,keeping an eye on him,,,asking to use the mall's loudspeaker,,,,,,,,,,,,,,,2,6,,,5,,1,3,,,4,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,255,TRUE,,,,,,,,,,100,93,100,100,100,100,,,,,,,,,,20,50,30,,,,,,,73,92,100,,,,7,0,0,,,,,,,,,,18,0,1,,36,Male,Hispanic / Latino,,College Graduate (4 year),Rung 4,,,,renewing her membership,quickly trying to redo the assignment,,,,tailgating the car,,,asking to check the knife,,buying his father a tent,,,,stealing his dogs for extra speed,,,,,,,,,,,2,4,,,,3,,,6,,1,,,,5,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,
100,236,TRUE,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,70,84,91,3,0,0,,,,0,0,0,,,,46,11,6,,62,Female,White / Caucasian,,Some College,Rung 5,,stealing a passing driver's car,,,,,,,,,,threatening security with the knife,borrowing their mom’s wedding ring,abandoning his father,,sawing Todd’s arm off,,finishing the race,,,,,,,,,2,,,,,,,,,,5,4,1,,6,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,
100,185,TRUE,,,,,,,,,,,,,,,,,,,30,0,0,,,,,,,0,0,0,91,100,100,0,0,0,,,,70,93,85,,,,90,100,100,,,,,,,,51,Female,White / Caucasian,,Some College,Rung 7,,,,,,,pretending they are conjoined twins,,,stealing whatever she has on her,checking that the doors are locked,pretending the knife is part of a hip replacement,,getting another job,,hiking until she finds cell service,,,,,,,,,,,,,,,,2,,,6,5,3,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
100,248,TRUE,,,,71,71,67,,,,,,,,,,100,100,100,31,0,0,,,,100,99,100,52,79,42,,,,,,,,,,9,1,0,,,,,,,,,,,,,,35,Female,White / Caucasian,,Master's Degree (MS),Rung 6,,calling a taxi,,,,collecting wood to start a fire,stealing someone else's ticket,,taking a detour at the next exit,taking her to his house but no further,,,,pitching his situation to a reality TV network,,,,,,,,,,,,,3,,,,1,4,,6,5,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
100,89,TRUE,,,,,,,,,,80,83,82,,,,,,,27,19,11,,,,,,,,,,93,100,97,89,86,91,,,,76,86,88,27,7,20,,,,,,,,,,,42,Female,White / Caucasian,,College Graduate (4 year),Rung 7,,,,renewing her membership,,,stealing someone else's ticket,,,,asking to use the mall's loudspeaker,storing the knife in an airport locker,,checking in on his father daily,selling all the food to the highest bidder,,,,,,,,,,,,,,1,,,3,,,,2,5,,4,6,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,
100,159,TRUE,,,,,,,,,,50,80,60,,,,,,,,,,,,,0,0,0,,,,30,80,50,,,,,,,0,0,0,40,0,40,,,,41,50,50,,,,,32,Female,White / Caucasian,,College Graduate (4 year),Rung 7,,,,borrowing someone's phone,,,,,ramming into the car,,pouring water on the car to cool it,,,pitching his situation to a reality TV network,selling all the food to the highest bidder,,asking a friend to take over,,,,,,,,,,,,5,,,,,2,,1,,,6,4,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,
100,214,TRUE,92,90,92,,,,0,0,0,,,,0,0,0,,,,0,0,0,92,100,94,,,,,,,,,,,,,,,,,,,,,,,,,60,10,10,,,,,37,Female,White / Caucasian,,College Graduate (4 year),Rung 5,switching insurance plans,,staging a robbery,,hypnotizing the teacher,,pretending they are conjoined twins,waving to the parents,,,,,,,,,leaving the store unattended,,,,,,,,,3,,4,,2,,5,6,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
100,208,TRUE,,,,,,,51,100,69,50,26,48,,,,,,,,,,28,100,61,100,100,100,,,,90,100,100,,,,,,,,,,,,,,,,8,42,53,,,,,32,Female,White / Caucasian,,Some College,Rung 4,,,paying the money from his own wallet,lying that she left her card inside,,,,asking the parents if they know him,taking a detour at the next exit,,checking that the doors are locked,,,,,,telling his lawyer that he’s sick,,,,,,,,,,,6,2,,,,1,5,,4,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
100,262,TRUE,55,56,45,81,89,89,9,2,2,72,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,4,,,,,,,19,3,2,,,,,46,Male,White / Caucasian,,College Graduate (4 year),Rung 6,committing credit card fraud,rescheduling for a later flight,staging a robbery,borrowing someone's phone,,,,,,,,,,abandoning his father,,,staging a break-in at the store,,,,,,,,,1,3,4,6,,,,,,,,,,5,,,2,,,,,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,
100,224,TRUE,,,,,,,,,,,,,,,,5,0,23,,,,,,,,,,,,,90,100,72,,,,99,99,99,30,71,29,,,,50,50,50,0,0,0,,,,,42,Female,Asian / Pacific Islander,,Master's Degree (MS),Rung 5,,,,,,stealing all of the food and water,,,,,calling emergency services,,calling the taxi company,pitching his situation to a reality TV network,,leaving Todd to save herself,staging a break-in at the store,,,,,,,,,,,,,,2,,,,,4,,1,3,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,
100,159,TRUE,1,1,1,,,,4,6,8,77,78,79,,,,8,8,7,,,,,,,14,14,19,76,74,75,,,,,,,,,,,,,,,,,,,,,,,,,,42,Female,White / Caucasian,,College Graduate (4 year),Rung 7,going on strike for better wages,,getting an advance payday loan,renewing her membership,,boosting morale with a three-legged race,,,honking at the driver until they pull over,refusing to drive her,,,,,,,,,,,,,,,,2,,4,6,,1,,,3,5,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,258,TRUE,,,,,,,,,,,,,37,3,47,,,,8,6,4,,,,,,,,,,4,5,5,,,,,,,34,25,52,1,2,2,,,,88,86,100,,,,,29,Female,White / Caucasian,,Some College,Rung 5,,,,,copying a friend's assignment,,pretending they are conjoined twins,,,,slashing the tires,,,pitching his situation to a reality TV network,throwing disobedient passengers off the boat,,locking up the store,,,,,,,,,,,,,4,,1,,,,2,,,6,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,
100,228,TRUE,,,,1,1,1,,,,,,,92,100,90,,,,,,,,,,4,7,2,10,60,15,,,,,,,,,,,,,,,,30,64,53,,,,4,4,3,,27,Male,White / Caucasian,,College Graduate (4 year),Rung 8,,stealing a passing driver's car,,,quickly trying to redo the assignment,,,,ramming into the car,calling her a cab,,,,,,giving Todd her water,,leaving her dogs with him,,,,,,,,,5,,,6,,,,1,4,,,,,,3,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1
100,262,TRUE,,,,,,,,,,70,19,55,5,0,0,,,,,,,,,,20,0,25,,,,,,,50,100,68,,,,0,0,0,,,,19,30,50,,,,,,,,51,Female,White / Caucasian,,High School or equivalent,Rung 6,,,,lying that she left her card inside,lying that her house burnt down,,,,honking an angry message in Morse code,,,storing the knife in an airport locker,,buying his father a tent,,leaving Todd to save herself,,,,,,,,,,,,,3,1,,,,6,,,2,,4,,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,
100,303,TRUE,,,,,,,,,,,,,90,95,95,,,,60,75,70,,,,,,,,,,,,,,,,12,2,15,85,90,95,,,,,,,3,0,0,20,5,5,,51,Female,White / Caucasian,,Some College,Rung 5,,,,,calling her mom,,going without Ted,,,,,,blaming it on the maid of honor,checking in on his father daily,,,staging a break-in at the store,finishing the race,,,,,,,,,,,,2,,3,,,,,,4,1,,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,
100,228,TRUE,100,95,97,100,100,100,,,,,,,5,10,6,80,92,97,,,,,,,,,,43,30,30,,,,95,100,100,,,,,,,,,,,,,,,,,,,,38,Female,White / Caucasian,,Some College,Rung 3,starting a fundraiser,taking a public bus,,,lying that her house burnt down,huddling to conserve energy,,,,yelling in gibberish until she leaves,,asking to check the knife,,,,,,,,,,,,,,3,5,,,6,1,,,,4,,2,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,263,TRUE,90,100,80,,,,33,75,5,,,,,,,3,0,1,80,78,70,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,76,70,51,,,,,39,Female,White / Caucasian,,College Graduate (4 year),Rung 7,taking out a loan,,getting an advance payday loan,,,throwing away all of the food,going without Ted,,,,lighting a fire under the car,,,,,,leaving the store unattended,,,,,,,,,1,,2,,,4,3,,,,6,,,,,,5,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
100,294,TRUE,,,,,,,,,,,,,,,,83,100,100,1,1,1,,,,,,,61,81,80,72,91,91,,,,,,,,,,1,1,2,1,1,1,,,,,,,,68,Female,White / Caucasian,,College Graduate (4 year),Rung 5,,,,,,collecting wood to start a fire,stealing someone else's ticket,,,taking her to his house but no further,checking that the doors are locked,,,,throwing disobedient passengers off the boat,getting her arm stuck in solidarity,,,,,,,,,,,,,,,5,3,,,2,4,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,
100,183,TRUE,,,,28,47,71,,,,,,,63,50,92,,,,68,92,72,,,,,,,44,91,28,,,,55,41,64,36,5,25,,,,,,,,,,,,,,,,,31,Male,White / Caucasian,,High School or equivalent,Rung 2,,calling a taxi,,,quickly trying to redo the assignment,,pretending they are conjoined twins,,,taking her to his house but no further,,pretending the knife is part of a hip replacement,running away,,,,,,,,,,,,,,2,,,6,,1,,,5,,4,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,224,TRUE,,,,,,,0,0,0,,,,,,,100,100,100,0,0,0,,,,,,,,,,,,,,,,,,,95,100,100,,,,,,,95,100,100,0,0,0,,57,Male,White / Caucasian,,High School or equivalent,Rung 5,,,selling one of his kidneys,,,huddling to conserve energy,stealing someone else's ticket,,,,,,,checking in on his father daily,,,calling his lawyer,stealing his dogs for extra speed,,,,,,,,,,4,,,5,2,,,,,,,3,,,6,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,
100,349,TRUE,,,,,,,18,5,5,,,,,,,,,,50,70,50,,,,91,100,91,,,,,,,,,,,,,8,4,4,,,,,,,92,100,94,71,100,70,,54,Female,White / Caucasian,,College Graduate (4 year),Rung 6,,,overcharging the next customers,,,,going without Ted,,honking at the driver until they pull over,,,,,abandoning his father,,,calling his lawyer,leaving her dogs with him,,,,,,,,,,2,,,,1,,4,,,,,6,,,3,5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1
100,204,TRUE,,,,92,92,93,,,,81,81,90,96,87,84,77,86,86,,,,,,,,,,,,,,,,90,90,86,,,,,,,9,3,3,,,,,,,,,,,31,Male,White / Caucasian,,Some College,Rung 4,,rescheduling for a later flight,,paying for a day-pass to the gym,bringing in the assignment the next day,collecting wood to start a fire,,,,,,asking to check the knife,,,throwing disobedient passengers off the boat,,,,,,,,,,,,3,,6,1,4,,,,,,2,,,5,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
100,354,TRUE,,,,,,,100,100,100,,,,,,,,,,,,,78,100,99,,,,,,,2,16,11,7,0,0,,,,,,,,,,36,14,34,,,,20,100,100,,23,Male,Hispanic / Latino,,Vocational/Technical School (2 year),Rung 4,,,explaining the situation to his boss,,,,,keeping an eye on him,,,lighting a fire under the car,hiding the knife in someone else's bag,,,,yelling at Todd for getting stuck,,calling for help,,,,,,,,,,3,,,,,2,,,4,5,,,,6,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,
100,284,TRUE,,,,,,,,,,,,,,,,0,2,0,1,90,10,,,,,,,1,5,5,10,95,50,,,,,,,,,,51,100,80,5,3,5,,,,,,,,44,Male,Black / African American,,Some College,Rung 5,,,,,,throwing away all of the food,giving her ticket to Ted,,,yelling in gibberish until she leaves,asking to use the mall's loudspeaker,,,,requesting supplies to be airdropped,yelling at Todd for getting stuck,,,,,,,,,,,,,,,3,2,,,5,6,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,
100,252,TRUE,,,,55,90,55,,,,55,100,100,,,,,,,,,,,,,0,50,0,1,0,0,,,,55,1,1,,,,,,,,,,,,,,,,0,0,0,,60,Male,White / Caucasian,,Some College,Rung 3,,calling a taxi,,paying for a day-pass to the gym,,,,,honking an angry message in Morse code,stealing whatever she has on her,,asking to check the knife,,,,,,stealing his dogs for extra speed,,,,,,,,,6,,1,,,,,5,3,,4,,,,,,2,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
100,219,TRUE,,,,75,20,50,,,,50,10,10,100,100,100,60,100,75,,,,,,,,,,,,,,,,5,0,5,,,,,,,100,100,100,,,,,,,,,,,58,Male,White / Caucasian,,Master's Degree (MS),Rung 6,,calling a taxi,,crawling past the front desk,calling her mom,boosting morale with a three-legged race,,,,,,hiding the knife in someone else's bag,,,rationing their food,,,,,,,,,,,,4,,1,5,2,,,,,,6,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
100,319,TRUE,,,,10,30,5,,,,,,,,,,,,,,,,100,100,100,90,100,100,,,,0,0,0,5,40,22,,,,,,,,,,,,,20,0,0,,,,,66,Female,White / Caucasian,,High School or equivalent,Rung 5,,trying to convince a passing driver to trade cars,,,,,,keeping an eye on him,tailgating the car,,lighting a fire under the car,taking a train instead,,,,,staging a break-in at the store,,,,,,,,,,4,,,,,,3,5,,2,6,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
100,233,TRUE,100,100,100,1,6,2,,,,,,,1,0,1,70,1,1,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,1,82,1,,,,,,,,54,Male,White / Caucasian,,College Graduate (4 year),Rung 6,switching insurance plans,trying to convince a passing driver to trade cars,,,lying that her house burnt down,stealing all of the food and water,,,,,,threatening security with the knife,,,,getting her arm stuck in solidarity,,,,,,,,,,3,4,,,2,6,,,,,,1,,,,5,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
100,361,TRUE,60,81,50,18,49,7,,,,,,,,,,,,,20,90,15,,,,,,,51,30,52,,,,,,,,,,81,76,81,82,100,63,,,,,,,,,,,54,Male,White / Caucasian,,Master's Degree (MS),Rung 6,searching for the medication on the black market,trying to convince a passing driver to trade cars,,,,,teleporting into the concert,,,refusing to drive her,,,,checking in on his father daily,organizing a fishing crew,,,,,,,,,,,4,2,,,,,6,,,3,,,,1,5,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
100,365,TRUE,,,,,,,0,0,0,90,100,100,85,100,100,,,,,,,,,,,,,,,,,,,,,,,,,90,100,100,,,,0,0,0,75,100,100,,,,,61,Female,White / Caucasian,,Master's Degree (MS),Rung 6,,,selling one of his kidneys,renewing her membership,quickly trying to redo the assignment,,,,,,,,,getting another job,,getting her arm stuck in solidarity,locking up the store,,,,,,,,,,,3,6,2,,,,,,,,,4,,1,5,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,
100,272,TRUE,100,100,80,0,0,0,,,,,,,100,90,80,10,0,10,,,,,,,,,,75,90,50,,,,0,0,0,,,,,,,,,,,,,,,,,,,,35,Male,White / Caucasian,,College Graduate (4 year),Rung 6,taking out a loan,calling a taxi,,,bringing in the assignment the next day,stealing all of the food and water,,,,yelling in gibberish until she leaves,,pretending the knife is part of a hip replacement,,,,,,,,,,,,,,6,2,,,5,3,,,,1,,4,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,202,TRUE,,,,,,,0,6,0,91,91,100,,,,100,78,86,0,38,48,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,31,Male,White / Caucasian,,Master's Degree (MS),Rung 6,,,selling one of his kidneys,paying for a day-pass to the gym,,searching for a water source,teleporting into the concert,,,,lighting a fire under the car,,,,,,staging a break-in at the store,,,,,,,,,,,1,3,,6,4,,,,2,,,,,,5,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
